Gene_Name,Mouse,Genotype,zygosity,Sex,Assay_Date,Colony_Prefix,Total_T_cells_-_%_of_CD45+,Ly6C+_CD5+_T_cells_-_%_of_CD5+_T_cells,Total_ab_T_cells_-_%_of_total_T_cells,Total_CD4+_T_cells_-_%_of_ab_T_cells,CD4+_T_helper_cells_-_%_of_CD4+,Effector_CD4+_T_helper_cells_-_%_of_CD4+_T_helper_cells,Resting_CD4+_T_helper_cells_-_%_of_CD4+_T_helper_cells,KLRG1+_CD4+_T_helper_cells_-_%_of_CD4+_T_helper_cells,Total_Treg_cells_-_%_of_CD4+,Effector_Treg_cells_-_%_of_Treg,Resting_Treg_cells_-_%_of_Treg,KLRG1+_Treg_cells_-_%_of_Treg,Total_CD8+_T_cells_-_%_of_ab_T_cells,Effector_CD8+_T_cells_-_%_of_CD8+,Resting_CD8+_T_cells_-_%_of_CD8+,Naive_CD8+_T_cells_-_%_of_CD8+,KLRG1+_CD8+_T_cells_-_%_of_CD8+,Total_gd_T_cells_-_%_of_total_T_cells,CD5+_gd_T_cells_-_%_of_gd_T_cells,Effector_gd_T_cells_-_%_of_gd_T_cells,Resting_gd_T_cells_-_%_of_gd_T_cells,KLRG1+_gd_T_cells_-_%_of_gd_T_cells,Total_NKT_cells_-_%_of_CD45+,Ly6C+_NKT_cells_-_%_of_NKT_cells,Total_CD4-_NKT_cells_-_%_of_NKT_cells,Effector_CD4-_NKT_cells_-_%_of_CD4-_NKT_cells,Resting_CD4-_NKT_cells_-_%_of_CD4-_NKT_cells,KLRG1+_CD4-_NKT_cells_-_%_of_CD4-_NKT_cells,Total_CD4+_NKT_cells_-_%_of_NKT_cells,Effector_CD4+_NKT_cells_-_%_of_CD4+_NKT_cells,Resting_CD4+_NKT_cells_-_%_of_CD4+_NKT_cells,KLRG1+_CD4+_NKT_cells_-_%_of_CD4+_NKT_cells,Total_NK_cells_-_%_of_CD45+,Effector_NK_cells_-_%_of_NK_cells,Resting_NK_cells_-_%_of_NK_cells,KLRG1+_NK_cells_-_%_of_NK_cells,Immature_NK_cells_-_%_of_NK_cells,Ly6C+_immature_NK_cells_-_%_of_immature_NK_cells,Mature_NK_cells_-_%_of_NK_cellls,Ly6C+_mature_NK_cells_-_%_of_mature_NK_cells,Total_B_cells_-_%_of_CD45+,B1a_cells_-_%_of_B_cells,Total_B2_cells_-_%_of_B_cells,Marginal_zone_B_cells_-_%_of_B2_cells,Marginal_zone_precursor_B_cells_-_%_of_B2_cells,Transitional_1_B_cells_-_%_of_B2_cells,Transitional_2_B_cells_-_%_of_B2_cells,Follicular_B_cells_-_%_of_B2_cells,Germinal_centre_B_cells_-_%_of_B2_cells,Early_germinal_centre_B_cells_-_%_of_B2_cells,Late_germinal_centre_B_cells_-_%_of_B2_cells,Plasma_cells_-_%_of_B2_cells,Memory_B_cells_-_%_of_B2_cells,B2_marginal_zone_+_precursor_cells_-_%_of_B2_cells,B2_t1_+_t2_cells_-_%_of_B2_cells,B2_t3_+_f1_+_f2_+_gc_cells_-_%_of_B2_cells,Total_myeloid_cells_-_%_of_CD45+,Macrophages_-_%_of_myeloid_cells,Granulocytes_+_monocytes_-_%_of_myeloid_cells,Granulocytes_-_%_of_myeloid_cells,Monocytes_-_%_of_myeloid_cells,Eosinophils_-_%_of_myeloid_cells,Total_DC_-_%_of_myeloid_cells,Plasmacytoid_DC_-_%_of_DC,Conventional_DC_(cDC)_-_%_of_DC,Conventional_CD11b_type_DC_-_%_of_cDC,Conventional_CD8a_type_DC_-_%_of_cDC,CD103+_CD8a_type_DC_-_%_of_CD8_type_cDC,Ly6C+_CD5+_T_cells_-_%_of_lymphocytes,Total_ab_T_cells_-_%_of_CD45+,Total_CD4+_T_cells_-_%_of_CD45+,CD4+_T_helper_cells_-_%_of_CD45+,Effector_CD4+_T_helper_cells_-_%_of_CD45+,Resting_CD4+_T_helper_cells_-_%_of_CD45+,KLRG1+_CD4+_T_helper_cells_-_%_of_CD45+,Total_Treg_cells_-_%_of_CD45+,Effector_Treg_cells_-_%_of_CD45+,Resting_Treg_cells_-_%_of_CD45+,KLRG1+_Treg_cells_-_%_of_CD45+,Total_CD8+_T_cells_-_%_of_CD45+,Effector_CD8+_T_cells_-_%_of_CD45+,Resting_CD8+_T_cells_-_%_of_CD45+,Naive_CD8+_T_cells_-_%_of_CD45+,KLRG1+_CD8+_T_cells_-_%_of_CD45+,Total_gd_T_cells_-_%_of_CD45+,CD5+_gd_T_cells_-_%_of_CD45+,Effector_gd_T_cells_-_%_of_CD45+,Resting_gd_T_cells_-_%_of_CD45+,KLRG1+_gd_T_cells_-_%_of_CD45+,Ly6C+_NKT_cells_-_%_of_lymphocytes,Total_CD4-_NKT_cells_-_%_of_CD45+,Effector_CD4-_NKT_cells_-_%_of_CD45+,Resting_CD4-_NKT_cells_-_%_of_CD45+,KLRG1+_CD4-_NKT_cells_-_%_of_CD45+,Total_CD4+_NKT_cells_-_%_of_CD45+,Effector_CD4+_NKT_cells_-_%_of_CD45+,Resting_CD4+_NKT_cells_-_%_of_CD45+,KLRG1+_CD4+_NKT_cells_-_%_of_CD45+,Effector_NK_cells_-_%_of_CD45+,Resting_NK_cells_-_%_of_CD45+,KLRG1+_NK_cells_-_%_of_CD45+,Immature_NK_cells_-_%_of_lymphocytes,Ly6C+_immature_NK_cells_-_%_of_lymphocytes,Mature_NK_cells_-_%_of_lymphocytes,Ly6C+_mature_NK_cells_-_%_of_lymphocytes,B1a_cells_-_%_of_CD45+,Total_B2_cells_-_%_of_CD45+,Marginal_zone_B_cells_-_%_of_CD45+,Marginal_zone_precursor_B_cells_-_%_of_CD45+,Transitional_1_B_cells_-_%_of_CD45+,Transitional_2_B_cells_-_%_of_CD45+,Follicular_B_cells_-_%_of_CD45+,Germinal_centre_B_cells_-_%_of_CD45+,Early_germinal_centre_B_cells_-_%_of_CD45+,Late_germinal_centre_B_cells_-_%_of_CD45+,Plasma_cells_-_%_of_CD45+,Memory_B_cells_-_%_of_CD45+,B2_marginal_zone_+_precursor_cells_-_%_of_lymphocytes,B2_t1_+_t2_cells_-_%_of_lymphocytes,B2_t3_+_f1+_f2_+_gc_cells_-_%_of_lymphocytes,Macrophages_-_%_of_CD45+,Granulocytes_+_monocytes_-_%_of_CD45+,Granulocytes_-_%_of_CD45+,Monocytes_-_%_of_CD45+,Eosinophils_-_%_of_CD45+,Total_DC_-_%_of_CD45+,Plasmacytoid_DC_-_%_of_CD45+,Conventional_DC_-_%_of_CD45+,Conventional_CD11b_type_DC_-_%_of_CD45+,Conventional_CD8a_type_DC_-_%_of_CD45+,CD103+_CD8a_type_DC_-_%_of_CD45+
Gtpbp3,M02357774,WT,WT,Female,2016-05-31,MGXY,31.102,29.711,95.947,57.599,89.91,31.771,67.972,1.489,10.124,43.685,56.296,11.468,41.937,9.606,20.924,61.735,0.94,4.053,53.292,43.934,54.026,1.007,1.49,26.889,35.305,32.334,67.405,2.542,64.695,66.738,32.942,11.846,2.329,28.592,71.643,46.128,44.836,16.688,55.164,26.495,54.19,2.423,97.577,3.703,3.338,5.631,2.468,83.976,0.92,99.932,0.068,0.692,0.008,7.183,14.931,76.657,7.748,9.629,28.068,15.509,12.56,11.988,25.946,23.575,76.425,61.356,37.968,14.777,9.757,29.841,17.188,15.454,4.91,10.504,0.23,1.74,0.76,0.98,0.2,12.515,1.202,2.619,7.726,0.118,1.26,0.672,0.554,0.681,0.013,0.44,0.526,0.17,0.355,0.013,0.964,0.643,0.318,0.114,0.666,1.668,1.074,1.586,0.265,1.951,0.517,1.313,52.877,1.958,1.765,2.977,1.305,44.404,0.487,0.486,0,0.366,0.004,3.222,6.698,34.386,0.746,2.175,1.202,0.973,0.929,2.01,0.474,1.536,0.943,0.583,0.086
Mkrn2,M02352161,Mkrn2:Hom,Hom,Male,2016-06-02,DABU,29.782,47.202,96.81,59.036,89.66,24.029,76,1.418,10.264,37.607,62.049,8.662,40.499,5.258,28.892,62.935,0.522,3.19,56.491,33.228,66,0.316,1.841,53.112,58.237,11.937,88.032,1.243,41.763,46.727,53.056,10.1,3.602,16.176,83.981,32.204,27.391,18.027,72.609,35.15,51.465,1.576,98.424,7.978,3.654,5.64,2.993,79.327,0.429,100,0,0.764,0.008,11.837,8.15,80.04,9.733,11.42,33.763,21.118,12.645,9.521,25.696,18.476,81.524,59.232,39.691,12.929,16.084,28.832,17.021,15.261,3.667,11.598,0.216,1.747,0.657,1.084,0.151,11.677,0.614,3.374,7.349,0.061,0.95,0.537,0.316,0.627,0.003,0.705,1.072,0.128,0.944,0.013,0.769,0.359,0.408,0.078,0.583,3.025,1.16,0.997,0.18,2.642,0.929,0.811,50.654,4.041,1.851,2.857,1.516,40.182,0.218,0.218,0,0.387,0.004,6.015,4.142,40.676,1.111,3.286,2.055,1.231,0.927,2.501,0.462,2.039,1.208,0.809,0.105
Tmem37,M02352969,Tmem37:Hom,Hom,Male,2016-06-02,MHCC,27.909,42.799,96.578,58.823,89.112,36.446,62.934,1.928,10.981,44.323,54.892,8.309,40.62,8.564,21.637,60.756,0.843,3.422,54.066,40.838,56.719,0.14,1.048,39.48,56.011,22.033,77.853,3.407,43.989,69.414,30.586,5.351,2.984,25.779,74.388,38.132,33.124,12.235,66.876,31.716,54.546,1.849,98.151,5.376,2.414,6.243,3.468,81.916,0.702,99.784,0.216,0.649,0.011,9.995,10.44,79.506,8.801,9.078,40.536,28.109,12.426,5.552,30.382,11.244,88.756,64.691,32.809,22.346,12.933,26.954,15.855,14.129,5.149,8.892,0.272,1.741,0.772,0.956,0.145,10.949,0.938,2.369,6.652,0.092,0.955,0.516,0.39,0.542,0.001,0.435,0.587,0.129,0.457,0.02,0.461,0.32,0.141,0.025,0.769,2.22,1.138,1.038,0.127,2.096,0.665,1.008,53.537,2.878,1.292,3.343,1.857,43.856,0.376,0.375,0.001,0.347,0.006,5.477,5.722,43.572,0.799,3.568,2.474,1.094,0.489,2.674,0.301,2.373,1.535,0.779,0.174
Tmem37,M02352971,Tmem37:Hom,Hom,Female,2016-06-02,MHCC,28.781,34.933,96.212,57.524,90.215,25.625,74.291,1.626,9.515,38.289,61.557,12.448,41.945,3.496,19.168,74.986,0.634,3.788,49.037,38.245,60.318,0.52,1.626,27.871,40.808,20.241,79.709,3.918,59.192,74.792,25.208,6.787,1.84,25.955,74.099,40.047,33.094,12.303,66.906,30.453,50.37,3.998,96.002,3.878,2.34,5.962,3.315,84.122,0.335,100,0,0.438,0.01,7.734,10.113,82.38,7.828,11.233,30.096,18.305,11.791,16.594,26.017,18.674,81.326,62.709,36.285,17.582,11.025,27.69,15.929,14.37,3.682,10.676,0.234,1.516,0.58,0.933,0.189,11.615,0.406,2.226,8.709,0.074,1.09,0.535,0.417,0.658,0.006,0.405,0.664,0.134,0.529,0.026,0.963,0.72,0.243,0.065,0.478,1.364,0.737,0.677,0.083,1.369,0.417,2.014,48.356,1.875,1.131,2.883,1.603,40.678,0.162,0.162,0,0.212,0.005,4.281,5.598,45.604,0.879,2.356,1.433,0.923,1.299,2.037,0.38,1.656,1.039,0.601,0.106
Cfap53,M02353099,Cfap53:Het,Het,Male,2016-06-02,DAAP,26.519,46.984,96.085,59.263,90.815,22.372,77.616,1.675,9.061,36.492,63.63,11.133,40.254,4.459,26.314,67.609,1.033,3.915,50.305,31.429,67.897,1.38,1.484,51.121,58.683,9.877,90.123,2.221,41.317,44.046,56.063,13.268,3.801,13.927,86.125,46.606,18.384,21.13,81.616,33.213,54.625,1.571,98.429,4.08,2.68,7.015,3.885,82.067,0.424,100,0,0.483,0.016,6.73,9.809,83.291,9.581,12.626,36.903,20.92,15.983,12.827,20.443,18.176,81.824,63.998,34.879,20.632,14.034,25.481,15.101,13.714,3.068,10.644,0.23,1.368,0.499,0.871,0.152,10.257,0.457,2.699,6.935,0.106,1.038,0.522,0.326,0.705,0.014,0.509,0.871,0.086,0.785,0.019,0.613,0.27,0.344,0.081,0.529,3.273,1.771,0.726,0.153,3.222,1.07,0.858,53.767,2.193,1.441,3.772,2.089,44.125,0.228,0.228,0,0.26,0.009,3.686,5.373,45.62,1.21,3.536,2.004,1.531,1.229,1.959,0.356,1.603,1.026,0.559,0.115
Hmgxb3,M02354089,Hmgxb3:Het,Het,Male,2016-06-02,MFEZ,29.054,52.876,96.531,58.086,89.606,37.742,62.087,1.733,10.491,53.209,46.499,12.678,41.425,14.957,22.672,49.991,1.145,3.469,53.175,49.272,48.082,0.331,1.462,47.022,57.237,32.218,67.822,2.509,42.763,77.132,22.814,6.183,3.459,38.425,61.787,39.331,32.196,14.584,67.804,29.139,48.618,1.726,98.274,4.445,1.829,7.433,3.487,81.844,1.075,99.82,0.18,1.745,0.008,9.931,11.777,78.597,12.671,11.257,43.165,26.673,16.492,7.54,24.537,29.216,70.784,63.738,33.656,23.897,17.434,28.046,16.291,14.597,5.509,9.063,0.253,1.709,0.909,0.795,0.217,11.618,1.738,2.634,5.808,0.133,1.008,0.536,0.497,0.485,0.003,0.761,0.837,0.27,0.568,0.021,0.625,0.482,0.143,0.039,1.329,2.137,1.36,1.211,0.177,2.551,0.743,0.839,47.778,2.124,0.874,3.552,1.666,39.104,0.514,0.513,0.001,0.834,0.004,4.638,5.5,36.706,1.426,5.469,3.38,2.09,0.955,3.109,0.908,2.201,1.403,0.741,0.177
Hao2,M02355885,Hao2:Hom,Hom,Female,2016-06-02,DABX,29.858,37.353,96.248,59.646,89.882,33.636,65.815,1.409,10.075,44.914,54.545,11.349,39.858,11.035,14.126,65.089,3.582,3.752,50.193,45.552,51.77,1.755,0.901,32.862,47.836,30.24,69.296,3.79,52.164,72.34,27.73,6.738,2.144,33.111,66.952,48.313,32.878,20.797,67.122,35.99,55.23,1.831,98.169,3.39,1.913,8.344,4.513,81.187,0.938,100,0,0.586,0.007,6.522,13.061,80.442,6.379,10.086,27.906,14.695,13.211,14.392,30.774,17.592,82.408,63.59,33.526,18.623,12.429,28.737,17.141,15.406,5.182,10.14,0.217,1.727,0.776,0.942,0.196,11.454,1.264,1.618,7.455,0.41,1.12,0.562,0.51,0.58,0.02,0.318,0.431,0.13,0.299,0.016,0.47,0.34,0.13,0.032,0.71,1.436,1.036,0.803,0.167,1.639,0.59,1.011,54.219,1.838,1.037,4.524,2.447,44.018,0.508,0.508,0,0.318,0.004,3.58,7.168,44.151,0.643,1.78,0.937,0.843,0.918,1.963,0.345,1.618,1.029,0.542,0.101
Tsks,M02356383,WT,WT,Male,2016-06-02,DACX,28.236,40.404,96.26,59.471,89.262,27.771,71.778,1.499,10.723,35.538,63.769,9.404,39.885,6.611,20.564,68.087,1.873,3.74,42.424,41.667,56.66,1.294,1.206,43.033,52.611,13.445,86.607,3.256,47.389,54.111,45.773,9.971,2.172,20.641,79.481,32.581,32.804,21.67,67.196,33.673,55.861,2.558,97.442,4.567,2.361,6.9,4.086,81.738,0.514,100,0,0.484,0.017,5.944,12.161,80.81,6.611,9.151,33.021,18.262,14.758,7.891,36.354,13.828,86.172,68.936,28.601,13.787,12.135,27.18,16.164,14.429,4.007,10.357,0.216,1.733,0.616,1.105,0.163,10.841,0.717,2.229,7.381,0.203,1.056,0.448,0.44,0.598,0.014,0.431,0.635,0.085,0.55,0.021,0.572,0.309,0.262,0.057,0.448,1.726,0.708,0.798,0.173,1.635,0.551,1.429,54.432,2.486,1.285,3.756,2.224,44.492,0.28,0.28,0,0.263,0.009,3.42,6.997,46.499,0.605,2.183,1.207,0.976,0.522,2.403,0.332,2.071,1.428,0.592,0.082
Tsks,M02356400,WT,WT,Male,2016-06-02,DACX,25.49,45.128,96.162,58.34,90.256,21.849,78.05,1.268,9.592,31.81,67.558,7.995,41.199,3.169,23.04,72.725,0.739,3.838,44.634,38.773,60.204,0.239,1.571,55.662,64.849,8.113,91.953,1.178,35.151,41.46,58.6,6.82,3.752,14.012,86.104,35.513,25.053,19.178,74.947,38.455,54.379,1.529,98.471,5.635,3.151,6.734,4.243,79.677,0.71,100,0,0.293,0.011,7.728,10.512,81.346,8.928,8.561,40.248,25.243,15.005,8.285,22.062,19.885,80.115,65.125,33.925,13.823,15.511,24.511,14.3,12.907,2.82,10.074,0.164,1.372,0.436,0.927,0.11,10.098,0.32,2.327,7.344,0.075,0.978,0.437,0.379,0.589,0.002,0.737,1.019,0.083,0.937,0.012,0.552,0.229,0.324,0.038,0.526,3.23,1.332,1.095,0.21,3.276,1.26,0.832,53.547,3.018,1.687,3.606,2.272,42.665,0.38,0.38,0,0.157,0.006,3.84,5.224,40.423,0.764,3.593,2.254,1.34,0.74,1.97,0.392,1.578,1.028,0.535,0.074
Tsks,M02356402,WT,WT,Male,2016-06-02,DACX,28.249,44.167,96.416,58.21,89.721,27.822,71.773,0.956,9.995,40.639,58.288,7.488,41.316,5.883,19.342,69.733,0.64,3.584,39.776,49.127,48.831,0.263,1.117,39.207,51.313,22.513,77.487,1.745,48.687,70.448,29.675,5.334,2.979,20.389,79.857,29.599,27.924,19.033,72.076,34.104,55.427,1.279,98.721,5.774,2.453,5.376,2.899,83.237,0.299,100,0,0.504,0.009,9.629,8.245,82.149,7.812,14.634,30.391,19.434,10.956,7.086,29.789,17.863,82.137,65.865,32.079,14.474,13.484,27.237,15.855,14.225,3.958,10.21,0.136,1.585,0.644,0.924,0.119,11.253,0.662,2.177,7.847,0.072,1.012,0.403,0.497,0.494,0.003,0.438,0.573,0.129,0.444,0.01,0.544,0.383,0.161,0.029,0.607,2.379,0.882,0.883,0.168,2.278,0.777,0.709,54.718,3.159,1.342,2.942,1.587,45.546,0.164,0.164,0,0.276,0.005,5.471,4.685,46.68,1.143,2.374,1.518,0.856,0.554,2.327,0.416,1.911,1.259,0.613,0.089
Sik3,M02357611,Sik3:Hom,Hom,Male,2016-06-02,MGLW,18.997,47.912,95.561,46.433,84.712,37.578,62.562,1.354,15.296,45.76,54.421,13.34,53.115,14.167,25.495,55.91,4.432,4.439,32.925,53.439,45.573,0.395,0.964,72.694,76.625,22.202,77.753,5.686,23.375,60.799,39.201,6.065,2.706,41.974,58.137,13.663,44.951,13.91,55.049,16.501,64.555,1.289,98.711,4.739,1.841,6.808,3.568,82.958,0.242,100,0,0.968,0.01,10.128,10.383,79.707,10.981,16.981,34.008,22.54,11.469,7.07,27.676,41.977,58.023,61.512,37.164,41.048,10.49,18.154,8.429,7.141,2.683,4.467,0.097,1.289,0.59,0.702,0.172,9.642,1.366,2.458,5.391,0.427,0.843,0.278,0.451,0.384,0.003,0.854,0.739,0.164,0.574,0.042,0.225,0.137,0.088,0.014,1.136,1.573,0.37,1.344,0.187,1.646,0.272,0.832,63.723,3.02,1.173,4.338,2.274,52.864,0.154,0.154,0,0.617,0.006,6.077,6.23,47.827,1.865,3.734,2.475,1.259,0.776,3.039,1.276,1.763,1.085,0.655,0.269
Lpxn,M02359759,Lpxn(b):Hom,Hom,Female,2016-06-02,PMCF,25.868,38.768,95.517,57.493,89.654,32.572,67.316,2.633,10.149,46.104,53.896,14.497,41.92,4.602,25.176,67.489,1.062,4.483,52.486,33.745,65.134,0.632,2.184,40.864,63.94,8.592,91.289,3.103,36.06,55.861,44.139,7.66,2.945,22.318,77.807,50.317,29.592,13.41,70.408,29.491,55.502,2.12,97.88,4.579,3.223,5.583,2.658,83.502,0.531,99.682,0.318,0.624,0.007,7.159,8.43,84.412,8.765,10.378,33.469,21.364,12.105,12.972,26.11,16.807,83.193,55.515,43.207,22.731,12.031,24.708,14.206,12.736,4.148,8.573,0.335,1.442,0.665,0.777,0.209,10.358,0.477,2.608,6.99,0.11,1.16,0.609,0.391,0.755,0.007,0.593,1.397,0.12,1.275,0.043,0.788,0.44,0.348,0.06,0.657,2.292,1.482,0.93,0.125,2.212,0.652,1.176,54.325,2.488,1.751,3.033,1.444,45.363,0.288,0.287,0.001,0.339,0.004,3.841,4.524,45.295,0.91,2.934,1.873,1.061,1.137,2.289,0.385,1.904,1.057,0.823,0.187
H13,M02359820,WT,WT,Female,2016-06-02,MUFG,34.555,34.362,96.364,61.576,90.55,34.609,65.012,1.282,9.278,39.811,59.734,8.288,37.953,8.477,15.601,66.748,0.891,3.636,60.467,37.649,59.406,0.212,1.315,46.093,51.192,24.517,75.483,2.576,48.808,72.312,27.688,5.506,2.483,30.236,70.032,42.535,29.088,21.369,70.912,39.788,49.809,2.354,97.646,3.809,1.801,6.711,3.842,82.812,1.241,100,0,1.047,0.007,8.031,12.345,79.7,6.162,8.736,27.102,17.813,9.288,15.282,30.921,19.559,80.441,60.853,37.212,18.177,13.836,33.299,20.504,18.566,6.426,12.07,0.238,1.902,0.757,1.136,0.158,12.638,1.071,1.972,8.436,0.113,1.256,0.76,0.473,0.746,0.003,0.636,0.673,0.165,0.508,0.017,0.642,0.464,0.178,0.035,0.751,1.739,1.056,0.798,0.17,1.945,0.774,1.172,48.637,1.853,0.876,3.264,1.868,40.277,0.604,0.604,0,0.509,0.003,3.839,5.902,38.101,0.538,1.67,1.098,0.572,0.942,1.905,0.373,1.533,0.933,0.57,0.104
H13,M02359821,WT,WT,Female,2016-06-02,MUFG,30.231,36.157,95.734,59.561,89.904,26.706,73.232,1.476,9.7,37.839,61.922,9.928,39.938,6.425,15.454,72.387,0.608,4.266,51.124,37.762,60.532,0.388,1.216,39.963,44.807,28.379,71.437,2.875,55.193,64.35,35.501,8.689,2.114,28.535,71.606,41.495,31.268,20.367,68.732,37.688,55.203,2.076,97.924,2.894,1.604,6.137,3.496,85.062,0.999,99.928,0.072,0.567,0.01,5.775,11.183,83.041,6.067,11.082,29.769,20.291,9.478,11.297,31.94,19.044,80.956,64.62,34.19,17.589,12.251,28.941,17.238,15.497,4.139,11.349,0.229,1.672,0.633,1.035,0.166,11.559,0.743,1.786,8.367,0.07,1.29,0.659,0.487,0.781,0.005,0.498,0.545,0.155,0.389,0.016,0.671,0.432,0.238,0.058,0.603,1.514,0.877,0.727,0.148,1.597,0.602,1.146,54.057,1.564,0.867,3.317,1.89,45.982,0.54,0.54,0,0.307,0.005,3.142,6.084,45.176,0.672,1.806,1.231,0.575,0.685,1.938,0.369,1.569,1.014,0.536,0.094
H13,M02359827,WT,WT,Female,2016-06-02,MUFG,23.148,37.742,94.504,55.812,88.023,42.902,56.974,2.565,11.933,53.191,46.511,16.038,43.558,16.323,21.5,56.286,5.964,5.496,51.637,48.756,48.703,0.969,1.875,31.84,45.92,29.965,70.035,3.136,54.08,85.141,14.892,3.78,3.301,33.626,66.586,47.046,29.267,14.393,70.733,34.852,57.179,2.212,97.788,5.456,2.727,6.922,3.151,81.458,0.32,99.574,0.426,1.009,0.012,7.795,11.689,80.615,10.624,8.352,31.68,17.489,14.191,18.185,29.706,38.551,61.449,62.289,36.421,24.917,9.874,21.876,12.209,10.747,4.611,6.123,0.276,1.457,0.775,0.678,0.234,9.529,1.555,2.049,5.363,0.568,1.272,0.657,0.62,0.62,0.012,0.652,0.861,0.258,0.603,0.027,1.014,0.863,0.151,0.038,1.11,2.198,1.553,1.065,0.153,2.575,0.897,1.265,55.915,3.051,1.525,3.871,1.762,45.547,0.179,0.178,0.001,0.564,0.007,4.307,6.459,44.545,0.887,3.366,1.858,1.508,1.932,3.156,1.217,1.939,1.208,0.706,0.176
Herc1,M02361716,T1696A:Hom,Hom,Male,2016-06-02,DABQ,28.111,42.997,96.46,58.837,89.267,30.263,69.508,1.458,10.699,41.105,58.387,9.197,40.644,8.817,20.839,62.417,0.983,3.54,46.7,41.675,56.214,0.503,1.263,41.38,59.609,23.251,76.705,2.436,40.391,62.288,37.516,10,2.469,27.271,72.945,31.956,33.963,18.85,66.037,34.485,57.528,1.654,98.346,3.142,1.907,7.213,3.77,83.776,0.41,100,0,0.422,0.012,6.211,11.921,81.56,6.717,7.99,29.97,17.33,12.64,11.355,35.97,14.68,85.32,65.928,32.277,14.178,12.966,27.116,15.954,14.242,4.31,9.899,0.208,1.707,0.702,0.997,0.157,11.021,0.972,2.297,6.879,0.108,0.995,0.465,0.415,0.559,0.005,0.47,0.753,0.175,0.577,0.018,0.51,0.318,0.191,0.051,0.673,1.801,0.789,0.898,0.169,1.747,0.602,0.952,56.576,1.778,1.079,4.081,2.133,47.398,0.232,0.232,0,0.239,0.007,3.567,6.846,46.839,0.537,2.013,1.164,0.849,0.763,2.416,0.355,2.061,1.359,0.665,0.094
Plet1,M02362439,Plet1:Hom,Hom,Male,2016-06-02,DABR,27.138,42.235,96.331,59.431,89.461,36.775,63.009,2.72,10.644,45.676,53.517,10.683,40.056,9.642,25.584,58.709,1.935,3.669,51.724,38.199,59.826,0.234,1.063,55.101,57.403,19.836,79.945,2.842,42.597,56.996,43.078,9.057,2.409,23.468,76.837,36.834,26.685,20.202,73.315,34.506,56.984,1.812,98.188,2.429,1.445,8.827,5.674,81.338,0.667,99.891,0.109,0.622,0.012,5.222,13.589,80.719,8.203,5.693,38.681,20.692,17.989,13.812,26.535,13.675,86.325,65.868,31.95,15.88,12.7,26.142,15.536,13.899,5.111,8.758,0.378,1.654,0.755,0.885,0.177,10.471,1.01,2.679,6.148,0.203,0.996,0.515,0.38,0.596,0.002,0.544,0.61,0.121,0.488,0.017,0.453,0.258,0.195,0.041,0.565,1.851,0.887,0.693,0.14,1.904,0.657,1.033,55.952,1.359,0.809,4.939,3.174,45.51,0.373,0.373,0,0.348,0.007,2.954,7.688,45.667,0.467,3.173,1.697,1.476,1.133,2.177,0.298,1.879,1.238,0.6,0.095
Nelfe,M02362911,Nelfe:Het,Het,Female,2016-06-02,MGSR,29.8,38.477,96.214,61.859,89.9,26.256,73.451,0.978,9.922,40.917,58.875,10.191,37.669,6.833,17.185,70.788,1.383,3.786,63.752,34.298,63.368,0.266,1.567,45.068,46.725,27.72,72.371,1.866,53.275,71.417,28.383,5.07,2.708,29.25,70.885,46.374,28.6,21.398,71.4,34.785,52.069,1.965,98.035,5.43,2.114,5.03,2.666,84.335,0.385,100,0,0.83,0.007,10.504,8.39,81.484,8.274,9.455,35.497,22.351,13.146,12.924,26.847,17.707,82.293,64.551,33.26,13.048,12.569,28.671,17.736,15.944,4.186,11.711,0.156,1.76,0.72,1.036,0.179,10.8,0.738,1.856,7.645,0.149,1.128,0.719,0.387,0.715,0.003,0.682,0.732,0.203,0.53,0.014,0.835,0.596,0.237,0.042,0.792,1.919,1.256,0.773,0.165,1.929,0.671,1.023,51.046,2.772,1.079,2.567,1.361,43.049,0.197,0.197,0,0.424,0.003,5.635,4.501,43.715,0.782,2.937,1.849,1.088,1.069,2.221,0.393,1.828,1.18,0.608,0.079
Mfsd7c,M02356246,WT,WT,Female,2016-06-08,MHFV,29.466,32.084,95.293,60.424,89.204,32.224,67.637,1.222,10.774,42.287,57.732,9.956,38.971,7.034,17.251,68.953,0.704,4.707,45.422,45.758,51.43,0.505,1.302,32.638,39.954,37.028,62.716,3.267,60.046,68.67,31.032,7.886,1.77,31.501,68.688,46.865,39.003,25.346,60.997,39.496,57.582,1.862,98.138,2.602,1.717,7.768,4.779,82.342,1.106,99.876,0.124,0.825,0.011,6.441,13.197,80.31,6.665,16.59,26.079,13.865,12.214,9.185,31.609,14.571,85.429,60.665,36.229,24.085,10.084,28.079,16.966,15.135,4.877,10.237,0.185,1.828,0.773,1.055,0.182,10.943,0.77,1.888,7.545,0.077,1.387,0.63,0.635,0.713,0.007,0.456,0.52,0.193,0.326,0.017,0.782,0.537,0.243,0.062,0.558,1.216,0.83,0.897,0.227,1.402,0.554,1.072,56.51,1.47,0.97,4.39,2.701,46.532,0.625,0.624,0.001,0.466,0.006,3.489,7.149,43.504,1.106,1.738,0.924,0.814,0.612,2.107,0.307,1.8,1.092,0.652,0.157
