Gene_Name,Mouse,Genotype,zygosity,Sex,Assay_Date,Colony_Prefix,Vg5plus_Dendritic_epidermal_T_cell_xDETCx_count,CD45plus_Vg5minus_MHC_IIminus_cell_count,Count_of_Vg5plus_DETC_contacting_LC,Count_of_Vg5plus_DETC_not_contacting_LC,Langerhans_cell_xLCx_count,Vg5plus_DETC_to_LC,contacting_to_not_contacting_Vg5plus_DETC,CD45plus_Vg5minus_MHC_IIminus_cells_to_Vg5plus_DETC,Average_volume_of_Vg5plus_DETC,Average_volume_of_CD45plus_Vg5minus_MHC_IIminus_cells,Average_volume_of_Vg5plus_DETC_contacting_LC,Average_volume_of_Vg5plus_DETC_not_contacting_LC,Average_volume_of_LC,Average_roundness_of_Vg5plus_DETC,Average_roundness_of_CD45plus_Vg5minus_MHC_IIminus_cells,Average_roundness_of_Vg5plus_DETC_contacting_LC,Average_roundness_of_Vg5plus_DETC_not_contacting_LC,Average_roundness_of_LC,Average_no_of_branches_on_Vg5plus_DETC,Average_no_of_branches_on_Vg5plus_DETC_contacting_LC,Average_no_of_branches_on_Vg5plus_DETC_not_contacting_LC,Average_no_of_branches_on_LC,Average_branch_length_of_Vg5plus_DETC,Average_branch_length_of_Vg5plus_DETC_contacting_LC,Average_branch_length_of_Vg5plus_DETC_not_contacting_LC,Average_branch_length_of_LC
Tmem42,M02001765,Tmem42(b):Hom,Hom,Male,2015-03-25,MUEX,88.3,0.3,56.3,32,63.3,1.4,1.85,0,7112.84,1493.89,7317.88,6796.92,7267.87,2.31,2.82,2.38,2.18,2.76,5.02,5.48,4.67,12.48,12.86,12.9,7.47,9.86
Defb30,M02001660,Defb30(b):Hom,Hom,Male,2015-03-25,MUEA,100.3,1.7,60.3,40,73.7,1.46,2,0.02,5860.2,2530.55,6063.13,5503.74,7079.99,2.2,2.5,2.29,2.07,2.99,3.39,3.77,3.08,13.61,14.14,13.66,10.3,10.13
Spink14,M02000419,Spink14:Hom,Hom,Female,2015-03-25,MGPZ,121.7,0.3,85.7,36,110.3,1.16,2.6,0,6213.94,1022.36,6453.7,5544.81,5173.13,2.39,1.93,2.43,2.29,2.59,4.48,4.78,3.97,9.96,14,13.81,10.63,9.9
Prrt2,M01995769,Prrt2:Hom,Hom,Male,2015-03-25,MGKU,134,0.7,104.3,29.7,107,1.29,3.97,0.01,6250.71,2845.65,6546.78,5148.63,7004.54,2.5,1.81,2.54,2.35,2.64,4.84,5.17,4.19,18.1,12.58,12.32,9.32,7.69
Abhd14a,M01991441,Abhd14a:Hom,Hom,Male,2015-03-25,MGNJ,52,1,42.3,9.7,63.7,0.81,5.46,0.03,8055.06,3024.79,8316.24,6329.64,9676.35,2.5,3.21,2.54,2.21,2.83,6.28,6.73,4.62,26.33,12.01,11.68,10.24,7.37
Arid1b,M01996213,Arid1b(b):Het,Het,Male,2015-03-23,PMAX,92.3,2,66.3,26,66.3,1.39,2.66,0.02,7262.33,3695.82,7954.53,5447.1,7542.88,2.56,2.7,2.59,2.47,2.76,12.22,13.66,9.33,24.57,9.35,9.38,5.49,6.91
Pigf,M01991168,Pigf:Het,Het,Female,2015-03-23,MGLS,87.3,8.3,53.7,33.7,86.7,1.04,1.89,0.1,3469.54,1595.45,3885.12,2756.17,5483.17,2.62,2.72,2.74,2.45,2.4,7.48,8.71,5.93,24.21,8.2,8,5.26,5.97
Ifnar1,M02002491,Ifnar1:Hom,Hom,Female,2015-03-30,MGKE,197,0.7,107,90,128,1.56,1.18,0,9153,5208.5,9434.67,8850.67,6660.67,2.12,1.5,2.17,2.07,2.64,2.26,3.54,2.06,6.74,16.89,15.85,16.91,13.75
Adcy9,M02005552,Adcy9(b):Het,Het,Male,2015-03-30,MUFE,101,0,75.7,25.3,96.3,1.07,3.39,0,12551.67,NA,12778,10218.33,10695.17,2.48,NA,2.51,2.3,2.86,3.33,5.43,2.56,8.44,17.26,15.16,16.37,13.97
Galnt18,M02003859,Galnt18(b):Hom,Hom,Female,2015-03-30,MUEL,107.7,0,69,38.7,76.3,1.44,2,0,13709.33,NA,14206.83,11521,13037.33,2.34,NA,2.4,2.21,2.72,3.44,5.97,2.82,10.03,15.96,14.33,14.94,13.83
Supt5,M01998664,WT,WT,Male,2015-03-30,MFJT,53,3,34.3,18.7,55,0.93,1.4,0.24,13644.83,9967.25,12751.83,13899.33,13671.67,2.35,2.45,2.39,2.23,2.89,2.94,4.61,2.83,9.01,15.72,14.06,15.33,13.78
Prrc2b,M02005855,WT,WT,Female,2015-03-30,MDZU,141.3,0,85.3,56,77,1.84,1.55,0,11057.83,NA,11818,9926.83,12099,2.34,NA,2.34,2.33,2.76,2.82,5.36,2.48,10.93,15.38,13.61,15.37,13.1
Slu7,M01998759,Slu7:Het,Het,Male,2015-03-30,MFMP,19.7,4.3,14,5.7,75.7,0.27,3.47,0.38,9670.33,9493.75,10310.17,7817,10543.17,2.17,1.9,2.19,1.89,2.84,2.5,4.41,1.83,8.08,14.35,13.41,14.17,14.13
Supt5,M01998667,WT,WT,Female,2015-03-30,MFJT,97.7,1,68.7,29,97.3,1,2.43,0.01,11279.33,9458,12620,9061.83,12859.17,2.29,2.34,2.37,2.13,2.73,2.87,4.74,2.11,9.66,16.32,14.64,15.85,14.09
Atxn10,M02005560,Atxn10(b):Het,Het,Male,2015-03-30,MUFW,64.7,1.7,38,26.7,74.7,0.89,1.61,0.06,10461.83,7809.25,10818.83,9858.5,9737.17,2.25,1.98,2.27,2.2,2.82,2.58,4.39,2.2,7.93,17.59,15.83,16.62,14.5
Kif24,M01997361,Kif24(b):Hom,Hom,Female,2015-03-30,MUDP,96.3,0.3,69,27.3,85,1.14,2.87,0,13765.83,7726,14173.83,10744.17,12379.67,2.35,2.02,2.4,2.3,2.77,3.21,5.23,2.62,9.02,17.03,15.09,16.22,14.02
Enthd2,M02005478,Enthd2(b):Hom,Hom,Female,2015-03-30,MUFN,116.7,0,76.3,40.3,85.7,1.37,2.04,0,12046.5,NA,12601.67,11181,9852.67,2.4,NA,2.46,2.27,2.65,3.44,5.47,3.15,8.26,16.05,14.4,15.58,13.3
Adcy9,M02005548,WT,WT,Male,2015-03-30,MUFE,85.7,0,57.7,28,70.7,1.21,2.06,0,10845.17,NA,11344,10550.67,12622.67,2.39,NA,2.42,2.36,2.8,2.81,4.35,2.38,9.26,17.45,15.63,16.34,14.48
Ypel4,M02003897,Ypel4:Hom,Hom,Female,2015-04-01,MERY,122,0,90.7,31.3,120,1.02,3.36,0,10456.17,NA,10971.5,8510.5,8993.83,2.33,NA,2.34,2.21,2.57,2.65,4.55,2.07,8.38,15.98,14.35,15.35,13.6
Arid1b,M02005538,Arid1b(b):Het,Het,Female,2015-04-01,PMAX,100.7,0,79.7,21,84.7,1.21,3.91,0,13325.67,NA,13446,12458.33,13836.33,2.5,NA,2.52,2.39,3.13,3.52,5.52,3.2,11.26,17.33,15.28,18.23,14.48
Pclaf,M02003933,2810417H13Rik:Hom,Hom,Female,2015-04-01,MGRK,100.3,0.3,78.7,21.7,79.3,1.35,3.81,0,11287.33,5500,11622.67,8417,11176,2.54,2.16,2.58,2.26,2.87,3.12,4.63,2.29,9.07,16.97,15.4,16.06,14.07
Sh3pxd2a,M02005512,Sh3pxd2a(b):Het,Het,Male,2015-04-01,PMAD,87.3,0,55.3,32,73,1.22,1.83,0,12939.17,NA,13563.67,11867.83,12138,2.29,NA,2.33,2.23,2.82,3.02,5.48,2.86,9.15,15.63,13.5,15.07,13.97
Abhd14a,M02007200,Abhd14a:Hom,Hom,Male,2015-04-01,MGNJ,79.7,0,62.3,17.3,66,1.22,3.86,0,12156,NA,12352,10269.33,14105.33,2.46,NA,2.49,2.35,3.08,3.04,4.47,2.32,11.21,18.5,16.15,18.53,14.33
Dcdc2b,M02005462,Dcdc2b(b):Hom,Hom,Female,2015-04-01,MUFJ,133.3,0,101.3,32,102.7,1.31,3.44,0,11372.83,NA,11633.33,10588.5,11897.5,2.26,NA,2.29,2.21,2.74,3,4.52,2.64,9.7,17.02,15.01,16.83,14.4
Pwp1,M02002158,Pwp1:Het,Het,Male,2015-04-01,MGQG,80.7,0,37,43.7,40.7,2.18,0.88,0,13753.67,NA,15344.67,11734,13871.83,2.35,NA,2.39,2.27,2.78,2.95,5.15,2.73,9.42,16.44,14.14,16.61,13.91
Pepd,M02002142,Pepd:Hom,Hom,Female,2015-04-01,MFPW,80.3,0,61.7,18.7,81,0.99,2.99,0,12494.83,NA,13117.33,9548.67,12619,2.29,NA,2.32,2.2,2.9,3.06,5.37,2.48,10.12,15.55,14.13,15.1,14.58
Arid1b,M02005535,Arid1b(b):Het,Het,Female,2015-04-01,PMAX,114,0,83,31,81.7,1.41,2.83,0,14017.33,NA,14395.5,12788.5,14443,2.44,NA,2.47,2.35,2.84,3.24,5.19,3,11.16,16.73,15.08,16.45,14.2
Ypel4,M02003894,Ypel4:Hom,Hom,Female,2015-04-01,MERY,101.7,0.3,82,19.7,97.3,1.06,4.48,0,11540,4009,12338.83,8166.5,11565.67,2.48,1.57,2.51,2.46,2.79,2.98,4.82,2.38,9.46,15.49,13.87,15.05,13.3
Polb,M02002418,Polb:Het,Het,Male,2015-04-07,MGLG,95.3,0,62.3,33,67,1.43,1.96,0.1,14200.83,NA,15019.67,12864.33,12926.67,2.31,NA,2.31,2.31,2.79,3.59,6.92,3.07,9.22,14.47,13.24,14.41,13.47
Sult1c1,M02007553,Sult1c1(b):Hom,Hom,Male,2015-04-07,MUEV,2.7,0,1.3,1.3,72.3,0.04,0.67,0,11512.83,NA,14567.5,10865.17,17052.33,2.17,NA,2.86,2.01,2.94,1.92,5.5,2.25,11.53,12.1,12.03,12.5,14.04
Kif24,M02004391,Kif24(b):Hom,Hom,Male,2015-04-07,MUDP,105.3,0,65.7,39.7,62.7,1.7,1.67,0,14878.5,NA,15391.67,13908.17,14121.33,2.24,NA,2.29,2.18,2.61,3.5,7.9,3.18,11.05,13.97,12.79,14.11,13.25
Tead3,M02003202,WT,WT,Female,2015-04-07,MFNP,28.7,0.3,24.3,4.3,104,0.27,7,0.03,8922.17,4024,9274.5,6803.33,8725.67,2.23,1.8,2.29,1.83,2.51,2.28,4.56,1.66,8.3,14.92,14.32,14.12,13.8
Tead3,M02003201,WT,WT,Male,2015-04-07,MFNP,89.7,0,68,21.7,82,1.09,3.44,0,11694.5,NA,13113.33,8854,11828.5,2.25,NA,2.29,1.98,2.78,2.97,6.42,1.68,8.66,14.34,13.19,13.02,13.91
Cxcr2,M02002794,Cxcr2:Het,Het,Female,2015-04-07,MFFS,90.3,0,69.3,21,101.7,0.9,4.41,0,10748.17,NA,11840.83,8645,8083.67,2.35,NA,2.33,2.29,2.56,2.98,5.88,2.09,6.76,14.34,13.09,14.23,13.25
Usp5,M02011479,Usp5:Het,Het,Female,2015-04-07,MGJB,121.3,0,96.3,25,92.7,1.32,3.95,0,8126.83,NA,8302.5,7734,11361,2.56,NA,2.61,2.4,2.61,3.41,5.02,3.03,9.13,15.23,13.66,15.74,13.43
Pigf,M02009949,WT,WT,Female,2015-04-07,MGLS,98.7,0,76.7,22,87.7,1.13,3.95,0,11805.83,NA,12655.67,9200,11645.5,2.39,NA,2.45,2.29,2.62,3.17,5.67,2.41,8.34,15.7,13.84,15.21,13.98
Pigf,M02009945,WT,WT,Male,2015-04-07,MGLS,98,0,69.3,28.7,54.3,1.85,2.6,0,15225.33,NA,15370.83,13754.17,17664,2.47,NA,2.5,2.38,2.97,3.69,8.95,3.12,13.93,13.51,12.71,13.11,13.79
Tbc1d22a,M02007452,Tbc1d22a(b):Hom,Hom,Female,2015-04-09,MUEY,82,0,61.7,20.3,88.3,0.96,4.12,0,12766.5,NA,13367.5,12128,9494.33,2.43,NA,2.47,2.31,2.42,3.16,6.39,2.48,6.55,14.16,12.91,14.55,13.33
Sept10,M02013507,Sept10:Hom,Hom,Male,2015-04-09,MFXQ,44.7,0,36.3,8.3,63.3,0.72,6.29,0,13565.33,NA,14047,11625.17,13621.33,2.51,NA,2.55,2.25,2.96,3.41,5.7,2.52,9.79,16.56,14.36,16.21,14.26
Trim65,M02013542,Trim65(b):Hom,Hom,Male,2015-04-09,MUGH,78,0,58,20,62.7,1.28,5.24,0,10969.33,NA,11279.17,10267.83,12365,2.59,NA,2.68,2.48,3.12,3.25,4.99,2.66,9.61,17.42,15.24,16.87,14.33
Cxcr1,M02009819,Cxcr1:Hom,Hom,Female,2015-04-09,MGKP,199.3,0,127.7,71.7,125,1.62,1.95,0,9266.33,NA,9519.33,8657,7871,2.27,NA,2.31,2.21,2.48,2.73,4.23,2.54,6.22,16.93,15.43,16.84,13.69
Galnt18,M02013913,Galnt18(b):Hom,Hom,Male,2015-04-09,MUEL,82.7,0,51.3,31.3,63.3,1.3,1.64,0,13538.83,NA,14677.5,12372.5,12021.83,2.41,NA,2.55,2.32,2.79,3.4,6.92,2.89,9.37,15.49,14.09,15.55,13.99
Enthd2,M02011390,Enthd2(b):Hom,Hom,Male,2015-04-09,MUFN,30.7,0,20,10.7,23.3,NA,NA,NA,14577,NA,16079.5,11600,12308,2.64,NA,2.65,2.58,2.78,3.4,7.03,3.03,9.96,16.68,13.97,15.9,13.75
Adcy9,M02010831,Adcy9(b):Het,Het,Male,2015-04-09,MUFE,82.3,0.3,44,38.3,49.7,1.88,1.43,0,12995.17,12099,13838,11960.17,15112.67,2.47,2.35,2.51,2.38,2.74,3.69,6.2,3.33,10.24,15.95,13.84,15.82,14.22
Sept10,M02013503,Sept10:Het,Het,Male,2015-04-09,MFXQ,69,0.7,44,25,50.3,1.57,2.61,0.01,13336.33,8955,14269,11396,13825.83,2.46,2.14,2.49,2.26,2.97,3.43,5.63,2.94,9.25,16.27,14.48,16.28,14.44
Ubxn10,M02008949,Ubxn10(b):Hom,Hom,Male,2015-04-09,PMAL,71.3,0.3,58,13.3,89,0.8,4.83,0.01,10969.33,12273,11351,9327,9528,2.41,2.71,2.42,2.4,2.87,3.25,5.12,2.77,8.56,16.38,14.38,16.35,13.94
Sh3pxd2a,M02010760,Sh3pxd2a(b):Het,Het,Male,2015-04-09,PMAD,86,0,67,19,71.3,1.21,3.58,0,13914.33,NA,14814,10387.67,12590.33,2.68,NA,2.75,2.41,2.94,3.62,5.91,3.06,9.06,16.54,14.74,15.41,14.07
Ypel4,M02007717,Ypel4:Hom,Hom,Male,2015-04-09,MERY,65.3,0,45.3,20,63,1.04,2.26,0,10514.33,NA,10985.67,9005.33,10458.83,2.47,NA,2.55,2.13,3.08,2.9,4.45,2.39,8.52,17.37,15.36,16.61,14.81
Pclaf,M02008657,2810417H13Rik:Hom,Hom,Male,2015-04-09,MGRK,23.7,0.3,10.7,13,33.7,0.68,NA,NA,11676,20112,13792.25,11588.75,18631.33,2.34,2.54,2.36,2.32,2.89,3.09,6.21,3.23,14.67,14.55,13.22,14.9,13.69
Oaf,M02006223,Oaf:Hom,Hom,Male,2015-04-09,MGNL,39.3,0,23.3,16,43,1.49,3.63,0,8462.33,NA,8012.67,8872.83,17472.67,2.62,NA,2.63,2.83,2.86,2.8,4.78,2.72,10.83,15.23,12.9,15.48,13.95
Pam16,M02010535,WT,WT,Female,2015-04-13,MUEK,19,4.7,9.7,9.3,89.3,0.2,0.9,0.49,5502.67,5097.33,5197,5440.17,11845.83,NA,NA,NA,NA,NA,10.09,17.08,10.27,19.34,NA,NA,NA,NA
Zfp84,M02012625,Zfp84(b):Hom,Hom,Female,2015-04-13,MUDX,136,0,89.7,46.3,88.7,1.57,2.05,0,10052.17,NA,10391,8888.33,10161.5,NA,NA,NA,NA,NA,5.63,10.59,5.17,18.4,NA,NA,NA,NA
4933434E20Rik,M02015023,WT,WT,Male,2015-04-13,MERZ,99.7,0.3,69.7,30,76,1.31,2.34,0,13306.67,6824,14169,11462.83,13107.17,NA,NA,NA,NA,NA,9.92,19.37,9.19,20.15,NA,NA,NA,NA
4933434E20Rik,M02015021,WT,WT,Male,2015-04-13,MERZ,95,0,51,44,55.3,1.72,1.2,0,10894.33,NA,11660.33,10358.83,14643,NA,NA,NA,NA,NA,5.18,9.41,4.66,19.15,NA,NA,NA,NA
Cutal,M02013572,Cutal:Hom,Hom,Female,2015-04-13,MFBV,117.7,0.3,79.7,38,103.7,1.14,2.22,0,9854,4425,10741.67,8127.17,9389.67,NA,NA,NA,NA,NA,11.06,23.53,9.01,15.14,NA,NA,NA,NA
Fam122c,M02016580,Fam122c(b):Hom,Hom,Female,2015-04-13,PMAG,114,0,91,23,121,0.95,4,0,12894.33,NA,13624.5,8931,9443.17,NA,NA,NA,NA,NA,11.3,23.28,8.8,16.12,NA,NA,NA,NA
Gmds,M02016342,WT,WT,Female,2015-04-13,MGCX,99,0,79.7,19.3,101,0.98,4.1,0,12249.67,NA,13102.83,8478.5,11685,NA,NA,NA,NA,NA,8.46,17.15,6.98,18.01,NA,NA,NA,NA
Spink14,M02007938,Spink14:Hom,Hom,Female,2015-04-13,MGPZ,124.7,1.7,68,56.7,67,1.86,1.24,0.01,12651.67,4752.5,13879.5,11088.5,13023.33,NA,NA,NA,NA,NA,8.73,18.55,8.07,21.23,NA,NA,NA,NA
Pam16,M02014256,Pam16(b):Het,Het,Female,2015-04-13,MUEK,105,0.3,58.3,46.7,96.3,1.09,1.25,0,14481.83,3186,15753.83,11944,8353.83,NA,NA,NA,NA,NA,12.25,26.18,11.36,19.3,NA,NA,NA,NA
Tmem110,M02007852,Tmem110(b):Hom,Hom,Male,2015-04-13,PMAC,54,3.7,28.7,25.3,62.7,0.87,1.18,0.17,5448.67,7184,6635.33,5223.5,13716.33,NA,NA,NA,NA,NA,8.84,19.06,7.92,19.07,NA,NA,NA,NA
Bnip2,M02017969,Bnip2(b):Hom,Hom,Male,2015-04-13,MUEN,65.3,0,29,36.3,37,1.71,0.77,0,13423,NA,14738.17,12513.67,16540.83,NA,NA,NA,NA,NA,10.77,21.63,10.09,23.2,NA,NA,NA,NA
Ccdc69,M02018044,Ccdc69(b):Hom,Hom,Female,2015-04-15,MUGL,95.3,0,57.7,37.7,90.7,1.06,1.56,0,11987.17,NA,12762.33,10361.83,10460.17,NA,NA,NA,NA,NA,6.83,12.7,6.36,12.42,NA,NA,NA,NA
Dennd4c,M02015067,Dennd4c(b):Het,Het,Male,2015-04-15,MUHB,72.7,3.7,37.7,35,62.7,1.2,1.2,0.06,8013.17,5748.5,9596.67,6954.5,12687.33,NA,NA,NA,NA,NA,11.37,25.44,10.16,15.3,NA,NA,NA,NA
Tmem42,M02018019,Tmem42(b):Hom,Hom,Female,2015-04-15,MUEX,101,0,61.3,39.7,105.7,0.96,1.58,0,11966.83,NA,12980.67,10148.83,8670.67,NA,NA,NA,NA,NA,8.1,16.43,7.49,13.23,NA,NA,NA,NA
Celf4,M02023327,Celf4:Het,Het,Female,2015-04-15,MGBQ,106,0.3,79,27,85.7,1.24,2.98,0,14622.83,5126,15438.33,10477,15498.5,NA,NA,NA,NA,NA,9.59,19.57,8.03,24.12,NA,NA,NA,NA
Vwa3a,M02018001,Vwa3a(b):Hom,Hom,Male,2015-04-15,MUHQ,44.3,0,25,19.3,55,0.8,1.57,0,10924.17,NA,11363.67,9180.83,12968.33,NA,NA,NA,NA,NA,8.88,17.48,8.31,16.31,NA,NA,NA,NA
Rwdd1,M02014261,Rwdd1(b):Hom,Hom,Male,2015-04-15,MUEC,55.7,3,27.7,28,48.3,1.15,1,0.06,5454,7807,6404.33,5312,14727,NA,NA,NA,NA,NA,7.79,15.68,7.02,16.12,NA,NA,NA,NA
Selenow,M02017986,Sepw1(b):Hom,Hom,Female,2015-04-15,MUHP,124,0,91.7,32.3,82.7,1.52,2.95,0,12677,NA,13216.83,10646,12018.83,NA,NA,NA,NA,NA,7.54,13.98,6.43,18.96,NA,NA,NA,NA
3830406C13Rik,M02013942,3830406C13Rik(b):Hom,Hom,Female,2015-04-15,MUGV,136.3,0.3,105.3,31,136.7,1.02,4.23,0,10335.33,3032,10514,8135.33,9917.33,NA,NA,NA,NA,NA,8.44,17.2,7.47,21.63,NA,NA,NA,NA
Ptprd,M02021644,Ptprd:Hom,Hom,Female,2015-04-15,MEXY,109.3,0,82.7,26.7,100,1.09,3.18,0,11961.83,NA,12194.17,10644.83,12957.5,NA,NA,NA,NA,NA,7.1,13.03,6.77,19.87,NA,NA,NA,NA
Tent5c,M02015337,Fam46c(b):Het,Het,Female,2015-04-15,MUFH,108.7,0,81,27.7,111,0.97,2.96,0,11366.67,NA,12151,8579,11662.5,NA,NA,NA,NA,NA,6.98,13.36,5.79,17.53,NA,NA,NA,NA
Elac2,M02016623,Elac2(b):Het,Het,Female,2015-04-20,PMAH,98.3,0,71.3,27,103,0.96,2.73,0,11611.17,NA,12936.5,8656,9755.33,2.44,NA,2.47,2.37,2.5,2.55,3.19,1.87,3,13.23,11.97,12.69,11.64
Atxn10,M02018945,Atxn10(b):Het,Het,Female,2015-04-20,MUFW,106.3,0,77.7,28.7,92,1.16,3,0,12735.83,NA,13207.83,9811.17,12557.17,2.4,NA,2.41,2.35,2.51,2.9,3.07,2.55,3.66,15,13.41,14.67,11.82
Sh3pxd2a,M02019166,WT,WT,Male,2015-04-20,PMAD,59.7,4.3,46,13.7,94.7,0.62,3.75,0.12,7844.83,7533.33,8079.5,5929.83,12058.17,2.44,2.05,2.47,2.35,2.57,2.56,3.02,1.57,4.1,14.35,12.73,12.89,12.32
Lrrc23,M02022806,Lrrc23:Hom,Hom,Female,2015-04-20,MGQT,119,0,95.7,23.3,102,1.17,4.39,0,14064.33,NA,14581.33,11587.83,11989.83,2.43,NA,2.45,2.38,2.6,2.92,3.12,2.19,2.99,14.33,12.38,13.4,11.66
Dhodh,M02028007,WT,WT,Female,2015-04-20,MUBN,82,0.3,62.7,19.3,71,1.16,3.34,0,14363.67,3223,14680.33,11062.17,13687.17,2.68,2.88,2.73,2.56,2.86,3.51,3.63,2.46,4.57,15.4,13.1,15.03,12.57
Catip,M02012210,Catip(b):Hom,Hom,Female,2015-04-20,MUCX,154.3,0.7,76.3,78,76.7,2.02,1.12,0,9683,4328,10110.67,8647.33,9721.83,2.12,2.14,2.16,2.1,2.51,2.04,2.43,1.91,2.77,14.38,12.67,13.8,11.86
Ap4m1,M02019302,Ap4m1(b):Hom,Hom,Male,2015-04-20,MUET,66,1.3,35,31,51.7,1.3,1.16,0.02,14923.5,6599,16801.5,10710,12963.83,2.52,2.69,2.57,2.47,2.77,2.6,3.32,2.22,3.87,13.02,11.77,12.83,11.89
Ap4m1,M02019305,Ap4m1(b):Hom,Hom,Male,2015-04-20,MUET,81.3,0,54.7,26.7,60.3,1.35,2.05,0,13568,NA,14804.5,10589.67,13571.17,2.52,NA,2.58,2.38,2.8,2.75,3.36,2.3,3.49,13.29,11.84,13.11,11.83
Elac2,M02023265,Elac2(b):Het,Het,Female,2015-04-20,PMAH,93.3,2.7,68,25.3,88.7,1.03,2.82,0.04,9195.5,5725.5,9472,8709.5,9318.33,2.59,2.51,2.62,2.56,2.55,2.81,3.27,2.43,3.41,14.77,13.27,14.66,12.11
Slu7,M02022130,WT,WT,Female,2015-04-20,MFMP,95.7,1.7,57,38.7,76.3,1.27,1.49,0.02,14441,10264.5,15652.5,9400.67,17684.17,2.63,2.62,2.61,2.62,2.68,2.5,3.44,2.16,3.66,12.56,11.51,12.39,11.37
Rwdd1,M02020219,Rwdd1(b):Hom,Hom,Male,2015-04-20,MUEC,58,2.3,37.3,20.7,57.7,1.05,1.92,0.13,14717.67,6823,15783.5,13000,10259,2.36,2.37,2.35,2.4,2.7,2.33,2.78,1.96,2.93,13.12,11.54,12.62,12.25
D930028M14Rik,M02023167,WT,WT,Male,2015-04-20,MFAB,72,9,58.7,13.3,118.3,0.58,3.99,0.65,11108.83,6079.5,11047.67,10489.83,7114.67,2.5,2.3,2.5,2.44,2.4,2.87,2.84,2.24,2.34,14.39,12.46,14.25,11.91
Rwdd1,M02020222,Rwdd1(b):Hom,Hom,Female,2015-04-20,MUEC,89,0.7,63.7,25.3,95.3,0.93,2.53,0.01,9261.17,6324,9798.33,8024.17,9169.83,2.43,1.97,2.49,2.27,2.62,2.69,3.04,1.94,3.15,15.55,13.38,15.25,11.97
Oaf,M02021495,Oaf:Hom,Hom,Male,2015-04-22,MGNL,69.3,0.7,38,31.3,65.7,1.06,1.27,0.01,8634.33,4682,9378.33,7448.5,12627.17,2.48,3.01,2.55,2.47,2.5,2.43,2.95,2,3.5,13.55,12.33,14.04,11.53
Cxcr2,M02022852,Cxcr2:Het,Het,Male,2015-04-22,MFFS,110.7,1,75,35.7,61.7,1.84,2.42,0.01,11212.67,8997,12339.67,7925.67,14358.33,2.64,2.51,2.67,2.52,2.72,2.81,3.38,2.11,3.48,13.51,12.09,13.27,11.68
Polb,M02026424,Polb:Het,Het,Female,2015-04-22,MGLG,160.7,3.7,97,63.7,101.3,1.75,1.72,0.02,9945.67,6183.33,10814.83,8805.67,8259.83,2.19,2.29,2.25,2.13,2.45,2.81,3.27,2.52,2.85,13.73,12.79,13.36,11.88
Usp20,M02024089,Usp20:Hom,Hom,Male,2015-04-22,MGEX,79,1.3,54,25,68.3,1.17,2.45,0.02,10076.67,12130,11332,8830.33,11412.83,2.59,2.7,2.62,2.48,2.64,2.7,3.25,2.4,2.99,13.2,11.9,13,11.71
Trim65,M02020697,Trim65(b):Hom,Hom,Male,2015-04-22,MUGH,86,0.7,68,18,83.7,1.05,3.77,0.01,10964.33,6013.5,11167.5,9335.33,15145.17,2.5,2.27,2.49,2.44,2.81,2.73,3.13,2.01,4.12,13.33,12.08,13.27,11.92
Abhd14a,M02022385,Abhd14a:Hom,Hom,Female,2015-04-22,MGNJ,90.3,0.3,66,24.3,101.3,0.9,2.73,0,10746.33,4346,11328.83,7317.83,7668.5,2.45,2.96,2.5,2.34,2.58,3.02,3.38,2.27,2.8,14.75,13.06,13.95,12.12
Gda,M02024205,Gda:Hom,Hom,Male,2015-04-22,MGQX,52.3,4,23.3,29,48,1.1,0.78,0.1,9600.83,8094.5,11738.5,7837,16476.33,2.5,2.39,2.52,2.48,2.69,2.54,2.95,2.27,4.31,13.42,12.67,13.11,12.01
Pycr2,M02028167,Pycr2:Hom,Hom,Male,2015-04-22,MGQS,98.3,1,50,48.3,45.3,2.34,1.2,0.01,11306.5,6618.75,12289.67,10739.67,11141,2.65,2.71,2.7,2.61,2.6,3.1,3.42,2.75,4.31,14.28,12.49,14.41,12.39
Oaf,M02027547,Oaf:Hom,Hom,Female,2015-04-22,MGNL,55.3,3.7,41.3,14,85,0.64,3.45,0.08,6692,5780.17,6764.5,5943.67,11189.67,2.55,2.23,2.62,2.42,2.53,2.29,2.44,1.72,2.48,14.96,13.22,12.94,11.16
Defb30,M02019369,Defb30(b):Hom,Hom,Male,2015-04-22,MUEA,105,1.7,80.7,24.3,88.7,1.19,3.34,0.02,11622,6209.75,12174.17,8223,10821,2.45,2.5,2.53,2.18,2.67,2.48,2.84,1.58,3.36,14.03,12.37,12.41,12.07
Pepd,M02027246,Pepd:Hom,Hom,Female,2015-04-22,MFPW,87.7,1,56,31.7,69.7,1.29,1.85,0.01,9663.33,6707.5,10840.33,7095.5,12763.67,2.5,2.46,2.58,2.4,2.63,2.56,3.05,2.1,3.96,13.62,11.7,14.13,12.02
Fdft1,M02030011,WT,WT,Female,2015-04-27,MFXN,104,0.3,75.7,28.3,93.3,1.11,2.87,0,12941.17,20147,14017.17,10510.33,13559.17,2.58,2.63,2.62,2.4,2.63,3.58,5.92,2.95,8.86,15.84,14.27,15.92,13.93
Cxcr2,M02035803,Cxcr2:Het,Het,Female,2015-04-27,MFFS,128.3,0,98.3,30,138,0.94,3.84,0,8560.33,NA,8858.83,7361.17,8843.33,2.4,NA,2.46,2.32,2.68,2.68,4.32,1.95,7.75,16.92,15.19,16.83,13.87
