Gene_Name,Colony_Prefix,Mouse,Genotype,zygosity,Sex,Assay_Date,Age_In_Weeks,HFA-_%_of_B220+,Pro-B_cells_(Hardy_fractions_B_and_C)_-_%_of_B220+,HFB-_%_of_B220+,HFC-_%_of_B220+,HFD-_%_of_B220+,HFE-_%_of_B220+,HFF-_%_of_B220+,HFA-_%_of_CD45+,Pro-B_cells_(Hardy_fractions_B_and_C)_-_%_of_CD45+,HFB-_%_of_CD45+,HFC-_%_of_CD45+,HFD-_%_of_CD45+,HFE-_%_of_CD45+,HFF-_%_of_CD45+,Total_B_cell_precursors_-_%_of_CD45+,Granulocyte_precursors_-_%_of_CD45+,Myeloid_precursors_-_%_of_CD45+,Plasma_cells_-_%_of_CD45+,T_cells_-_%_of_CD45+,NK_cell_precursors_-_%_of_CD45+
H13,MUFG,M02359820,WT,WT,Female,2016-06-02,16.1,11.14,25.087,24.593,0.494,33.934,13.327,16.047,2.569,5.785,5.671,0.114,7.825,3.073,3.7,23.06,44.939,27.771,0.516,3.707,NA
H13,MUFG,M02359821,WT,WT,Female,2016-06-02,16.1,8.765,34.945,34.063,0.882,28.233,11.831,15.599,1.924,7.672,7.478,0.194,6.198,2.597,3.425,21.954,49.624,25.041,0.47,2.888,NA
Tmem37,MHCC,M02352969,Tmem37:Hom,Hom,Male,2016-06-02,15.9,10.978,32.981,32.493,0.489,25.885,11.474,18.356,1.993,5.986,5.898,0.089,4.698,2.083,3.332,18.151,53.658,25.877,0.241,2.054,NA
Hmgxb3,MFEZ,M02354089,Hmgxb3:Het,Het,Male,2016-06-02,15.7,10.587,38.793,38.425,0.368,27.758,12.048,11.466,1.898,6.955,6.889,0.066,4.976,2.16,2.056,17.928,55.563,24.227,0.215,2.051,NA
Lpxn,PMCF,M02359759,Lpxn(b):Hom,Hom,Female,2016-06-02,15.7,13.718,35.823,35.201,0.621,27.217,7.881,14.865,2.7,7.051,6.929,0.122,5.357,1.551,2.926,19.684,47.025,30.083,0.367,2.84,NA
Hao2,DABX,M02355885,Hao2:Hom,Hom,Female,2016-06-02,16,9.012,34.523,33.979,0.543,30.718,12.926,13.2,2.715,10.401,10.238,0.164,9.255,3.894,3.977,30.129,42.642,23.873,0.422,2.869,NA
Herc1,DABQ,M02361716,T1696A:Hom,Hom,Male,2016-06-02,15.9,9.684,28.053,27.495,0.558,26.809,11.912,23.142,1.776,5.145,5.042,0.102,4.917,2.185,4.244,18.339,51.919,27.1,0.207,2.402,NA
Tsks,DACX,M02356402,WT,WT,Male,2016-06-02,15.7,10.291,25.84,25.261,0.579,25.974,11.474,25.736,1.913,4.804,4.697,0.108,4.829,2.133,4.785,18.593,53.219,25.517,0.244,2.393,NA
Tsks,DACX,M02356400,WT,WT,Male,2016-06-02,15.7,8.788,31.86,31.248,0.613,30.102,12.484,16.611,1.659,6.014,5.898,0.116,5.682,2.356,3.135,18.875,52.927,26.17,0.209,1.813,NA
Myh7b,MGXX,M02359773,Myh7b:Hom,Hom,Male,2016-06-02,16,9.586,31.161,30.566,0.595,28.733,10.855,20.249,1.596,5.189,5.09,0.099,4.785,1.808,3.372,16.652,56.457,24.827,0.278,1.792,NA
Tsks,DACX,M02356383,WT,WT,Male,2016-06-02,15.7,9.934,33.473,32.908,0.565,24.508,11.664,19.968,1.934,6.515,6.405,0.11,4.77,2.27,3.887,19.464,51.382,26.365,0.28,2.475,NA
Cfap53,DAAP,M02353058,Cfap53:Het,Het,Male,2016-06-06,16.1,9.058,57.242,56.06,1.182,12.171,6.076,14.349,1.959,12.38,12.124,0.256,2.632,1.314,3.103,21.627,48.432,27.584,0.23,1.92,NA
Mbd1,DAAV,M02362434,Mbd1:Hom,Hom,Female,2016-06-06,16.1,17.772,37.32,36.441,0.879,22.573,9.222,12.879,4.349,9.133,8.918,0.215,5.524,2.257,3.152,24.472,43.527,27.709,0.454,3.785,NA
Fam160a1,MUGP,M02360515,Fam160a1(b):Het,Het,Female,2016-06-06,16.1,12.44,43.688,42.772,0.916,18.651,8.447,15.519,2.597,9.121,8.93,0.191,3.894,1.764,3.24,20.878,49.214,26.023,0.668,3.105,NA
ENSMUSG00000065493,MOAG,M02359785,mmu-mir-34a KO:Hom,Hom,Female,2016-06-06,16.1,9.997,40.768,39.832,0.936,22.75,10.604,14.877,2.538,10.35,10.112,0.238,5.776,2.692,3.777,25.387,44.593,27.283,0.282,2.308,NA
Dctn4,DABL,M02356781,Dctn4:Het,Het,Male,2016-06-06,16.1,11.61,39.182,38.567,0.616,19.186,9.844,18.996,2.1,7.086,6.975,0.111,3.47,1.78,3.435,18.085,54.057,25.535,0.213,1.975,NA
Dmxl2,MDTX,M02363796,WT,WT,Female,2016-06-06,16.1,14.13,46.442,45.648,0.794,15.842,7.707,15.39,3.44,11.307,11.114,0.193,3.857,1.877,3.747,24.348,47.543,24.367,0.364,3.261,NA
4930404H24Rik,MGZK,M02363509,4930404H24Rik:Hom,Hom,Female,2016-06-06,15.9,11.882,40.954,40.304,0.649,19.993,9.683,17.01,2.998,10.335,10.171,0.164,5.045,2.444,4.292,25.235,45.488,25.291,0.361,3.544,NA
4930404H24Rik,MGZK,M02363510,4930404H24Rik:Hom,Hom,Female,2016-06-06,15.9,15.14,33.02,32.317,0.704,23.164,12.032,15.751,3.816,8.323,8.145,0.177,5.838,3.033,3.97,25.205,41.671,28.805,0.424,3.804,NA
Dmxl2,MDTX,M02363798,WT,WT,Female,2016-06-06,16.1,19.184,34.301,33.514,0.787,15.219,7.805,22.885,3.565,6.374,6.228,0.146,2.828,1.45,4.253,18.583,48.915,27.072,0.458,4.828,NA
Dctn4,DABL,M02356784,Dctn4:Het,Het,Female,2016-06-06,16.1,15.364,30.904,30.177,0.727,21.563,11.59,19.935,3.677,7.395,7.221,0.174,5.16,2.773,4.77,23.93,44.627,26.893,0.436,4.037,NA
Mtmr1,PMBW,M02364049,WT,WT,Male,2016-06-06,15.9,10.093,54.135,53.366,0.768,14.381,7.608,13.337,2.05,10.994,10.838,0.156,2.921,1.545,2.709,20.309,51.649,26.074,0.184,1.684,NA
4930404H24Rik,MGZK,M02370131,4930404H24Rik:Hom,Hom,Female,2016-06-06,15.4,13.339,41.17,40.145,1.025,19.984,8.513,15.687,2.959,9.132,8.905,0.227,4.433,1.888,3.48,22.182,49.73,24.218,0.387,3.363,NA
Mrpl23,PMCZ,M02361853,WT,WT,Male,2016-06-06,15.7,12.998,51.104,50.193,0.911,14.611,8.626,12.768,2.389,9.394,9.227,0.168,2.686,1.586,2.347,18.383,55.096,24.556,0.211,1.724,NA
Mrpl23,PMCZ,M02361855,WT,WT,Male,2016-06-06,15.7,17.15,44.243,43.562,0.682,14.578,9.108,15.097,2.6,6.708,6.605,0.103,2.21,1.381,2.289,15.162,58.923,23.51,0.238,2.06,NA
Cbr2,PMCJ,M02362168,Cbr2(b):Hom,Hom,Male,2016-06-06,15.9,14.032,42.276,41.3,0.976,12.51,6.287,23.006,1.758,5.297,5.174,0.122,1.567,0.788,2.882,12.529,56.306,28.525,0.192,2.308,NA
Otud7b,PMAZ,M02359008,Otud7b(b):Het,Het,Female,2016-06-08,15.7,7.799,33.254,32.85,0.404,25.694,14.481,18.599,2.012,8.579,8.474,0.104,6.628,3.736,4.798,25.797,44.006,27.295,0.253,2.605,NA
Adal,MGVF,M02363488,Adal:Hom,Hom,Female,2016-06-08,16.1,8.181,27.067,26.56,0.507,28.13,16.782,20.083,1.976,6.537,6.415,0.123,6.794,4.053,4.851,24.153,45.237,27.148,0.317,3.107,NA
Herc1,DABQ,M02361696,T1696A:Hom,Hom,Male,2016-06-08,16,12.338,29.734,29.281,0.453,23.928,12.452,19.656,2.144,5.166,5.087,0.079,4.157,2.163,3.415,17.374,52.737,27.689,0.231,1.955,NA
Ap2a2,DABV,M02367041,Ap2a2:Het,Het,Male,2016-06-08,15.9,9.119,38.052,37.754,0.299,22.394,10.626,19.333,1.547,6.455,6.405,0.051,3.799,1.803,3.28,16.964,54.996,25.54,0.172,2.318,NA
Herc1,DABQ,M02361697,T1696A:Hom,Hom,Male,2016-06-08,16,7.561,29.373,29.077,0.295,23.148,13.67,25.561,1.484,5.766,5.708,0.058,4.544,2.684,5.018,19.632,52.617,25.275,0.146,2.316,NA
Ccdc6,DACB,M02365644,Ccdc6:Het,Het,Male,2016-06-08,15.9,7.405,29.352,28.618,0.734,27.16,16.103,19.972,1.53,6.065,5.913,0.152,5.612,3.327,4.127,20.662,48.652,27.763,0.229,2.669,NA
Lpxn,PMCF,M02364045,Lpxn(b):Hom,Hom,Female,2016-06-08,15.7,9.529,28.376,28.067,0.309,29.186,15.391,17.862,2.439,7.262,7.183,0.079,7.469,3.939,4.571,25.59,42.784,28.812,0.319,2.474,NA
Capza2,MUFS,M02361293,WT,WT,Male,2016-06-08,16,9.898,42.692,41.584,1.108,23.078,10.779,12.493,1.599,6.898,6.719,0.179,3.729,1.742,2.019,16.158,52.061,30.101,0.262,1.399,NA
Med23,DABC,M02362222,Med23:Het,Het,Male,2016-06-08,16,13.646,32.902,32.476,0.426,19.811,10.069,24.187,2.041,4.922,4.858,0.064,2.964,1.506,3.618,14.96,53.821,28.877,0.222,2.126,NA
Adal,MGVF,M02363465,Adal:Hom,Hom,Female,2016-06-08,15.9,9.27,28.867,28.475,0.393,25.839,14.81,20.874,2.273,7.079,6.982,0.096,6.336,3.632,5.119,24.522,44.832,26.238,0.232,4.12,NA
Mfsd7c,MHFV,M02357292,WT,WT,Female,2016-06-08,16.1,14.092,35.299,34.786,0.513,23.555,11.329,14.426,2.791,6.991,6.889,0.102,4.665,2.244,2.857,19.805,48.092,28.663,0.414,2.995,NA
Capza2,MUFS,M02361291,WT,WT,Male,2016-06-08,16,7.767,29.364,28.938,0.427,27.614,14.246,21.061,1.492,5.642,5.56,0.082,5.305,2.737,4.046,19.213,52.445,26.217,0.204,1.905,NA
Hao2,DABX,M02365236,Hao2:Hom,Hom,Male,2016-06-08,15.6,8.748,23.216,22.875,0.34,28.638,15.333,24.152,1.688,4.479,4.413,0.066,5.525,2.958,4.659,19.291,52.648,25.621,0.18,2.25,NA
Capza2,MUFS,M02361296,WT,WT,Male,2016-06-08,16,7.652,38.095,37.704,0.391,25.612,11.756,16.376,1.71,8.513,8.425,0.087,5.723,2.627,3.659,22.346,49.189,26.443,0.161,1.783,NA
Mfsd7c,MHFV,M02356246,WT,WT,Female,2016-06-08,16.1,7.698,36.01,35.656,0.354,28.048,13.501,15.1,2.42,11.318,11.207,0.111,8.816,4.244,4.746,31.431,39.575,25.806,0.328,2.797,NA
2610034B18Rik,PMAS,M02359391,2610034B18Rik(b):Hom,Hom,Female,2016-06-08,16,10.579,27.664,27.191,0.473,23.529,13.092,24.113,2.356,6.16,6.054,0.105,5.239,2.915,5.369,22.266,46.018,27.674,0.344,3.689,NA
Vamp3,PMBC,M02365631,Vamp3(b):Hom,Hom,Female,2016-06-08,15.9,9.149,28.625,28.253,0.372,23.936,13.485,24.159,2.452,7.673,7.573,0.1,6.416,3.615,6.476,26.804,44.222,23.994,0.287,4.669,NA
Mfsd7c,MHFV,M02356248,WT,WT,Female,2016-06-08,16.1,12.495,24.667,24.22,0.447,26.542,13.856,22.365,2.494,4.924,4.835,0.089,5.299,2.766,4.465,19.963,45.986,31.099,0.323,2.58,NA
Kera,DAAT,M02361338,Kera:Hom,Hom,Female,2016-06-08,15.9,7.251,33.943,33.621,0.322,25.296,13.132,19.941,1.509,7.064,6.997,0.067,5.264,2.733,4.15,20.811,50.469,26.539,0.154,1.973,NA
Reg3d,MUDQ,M02358499,Reg3d(b):Hom,Hom,Male,2016-06-13,16.1,7.329,28.459,27.097,1.361,32.584,12.899,17.421,1.425,5.535,5.27,0.265,6.337,2.509,3.388,19.448,49.048,29.519,0.14,1.789,NA
Tmem37,MHCC,M02358339,Tmem37:Hom,Hom,Female,2016-06-13,16,8.357,21.301,19.708,1.594,34.985,13.296,19.444,1.731,4.412,4.082,0.33,7.247,2.754,4.027,20.714,47.557,28.781,0.255,2.696,NA
Lrrc8d,MGZR,M02358882,Lrrc8d:Hom,Hom,Male,2016-06-13,16,13.297,22.814,21.375,1.439,25.685,9.361,26.739,1.63,2.797,2.62,0.176,3.149,1.148,3.278,12.259,56.314,28.794,0.166,2.334,NA
Rab17,MHBR,M02361862,Rab17:Hom,Hom,Female,2016-06-13,15.9,9.377,27.224,25.913,1.311,34.928,13.9,14.386,2.256,6.55,6.235,0.315,8.404,3.345,3.461,24.061,45.126,28.165,0.319,2.31,NA
Commd10,MEMK,M02365958,WT,WT,Female,2016-06-13,15.7,8.5,20.615,18.68,1.935,34.7,14.764,19.376,1.641,3.979,3.605,0.373,6.697,2.849,3.74,19.3,46.79,30.661,0.22,2.994,NA
Rab17,MHBR,M02361863,Rab17:Hom,Hom,Female,2016-06-13,15.9,9.481,24.104,22.78,1.323,32.525,13.312,18.867,2.162,5.497,5.195,0.302,7.417,3.036,4.303,22.805,44.267,29.409,0.207,3.256,NA
Cbr2,PMCJ,M02367488,Cbr2(b):Hom,Hom,Male,2016-06-13,16.1,7.514,30.853,29.372,1.481,28.417,12.972,19.573,1.391,5.711,5.437,0.274,5.26,2.401,3.623,18.509,52.384,27.227,0.179,1.631,NA
Lrmp,PMBO,M02364608,Lrmp(b):Hom,Hom,Female,2016-06-13,16.1,8.488,26.742,25.581,1.161,33.348,15.063,14.861,2.484,7.824,7.485,0.34,9.757,4.407,4.348,29.259,40.151,28.002,0.226,2.29,NA
Lrmp,PMBO,M02364610,Lrmp(b):Hom,Hom,Female,2016-06-13,16.1,10.038,26.045,24.633,1.412,30.358,14.441,17.271,2.515,6.526,6.172,0.354,7.606,3.618,4.327,25.055,40.843,30.941,0.194,2.913,NA
Commd10,MEMK,M02365955,WT,WT,Male,2016-06-13,15.7,8.033,23.918,22.403,1.516,33.372,11.892,22.19,1.693,5.041,4.721,0.319,7.033,2.506,4.677,21.075,48.291,28.16,0.215,2.112,NA
Commd10,MEMK,M02365941,WT,WT,Female,2016-06-13,15.9,10.017,22.718,20.529,2.189,26.818,11.567,25.801,2.207,5.006,4.524,0.482,5.91,2.549,5.686,22.036,43.097,29.676,0.355,4.819,NA
Fkbp3,MGSC,M02364880,Fkbp3:Hom,Hom,Female,2016-06-13,16,9.905,22.724,21.344,1.38,32.89,13.24,20.08,2.374,5.446,5.116,0.331,7.883,3.173,4.813,23.967,41.583,31.417,0.254,2.749,NA
Timmdc1,MUHV,M02360146,Timmdc1(b):Het,Het,Female,2016-06-13,15.9,9.08,27.975,26.681,1.293,34.219,13.552,14.546,2.581,7.951,7.583,0.368,9.725,3.852,4.134,28.42,37.537,31.045,0.262,2.696,NA
Commd10,MEMK,M02365938,WT,WT,Male,2016-06-13,15.9,7.893,28.019,25.707,2.312,27.24,10.555,24.593,1.722,6.115,5.61,0.505,5.945,2.303,5.367,21.823,47.196,28.165,0.214,2.563,NA
Commd10,MEMK,M02365944,WT,WT,Female,2016-06-13,15.9,8.78,33.753,31.491,2.262,25.642,10.227,18.946,2.098,8.064,7.523,0.541,6.126,2.443,4.526,23.89,40.847,31.336,0.26,3.617,NA
Gpbp1l1,MGXA,M02370266,Gpbp1l1:Hom,Hom,Male,2016-06-13,15.7,10.338,21.09,20.029,1.061,33.131,11.922,23.315,1.948,3.973,3.773,0.2,6.242,2.246,4.393,18.84,49.454,28.862,0.18,2.6,NA
Commd10,MEMK,M02365946,WT,WT,Male,2016-06-13,15.6,6.545,26.392,25.184,1.207,30.366,10.668,25.239,1.415,5.705,5.444,0.261,6.564,2.306,5.456,21.616,48.316,27.373,0.174,2.439,NA
Gpbp1l1,MGXA,M02370139,Gpbp1l1:Hom,Hom,Female,2016-06-13,15.9,8.608,30.465,28.637,1.828,32.381,12.932,15.087,2.195,7.769,7.303,0.466,8.258,3.298,3.847,25.502,42.59,29.036,0.205,2.639,NA
Oaz1,MGCM,M02365351,WT,WT,Female,2016-06-15,15.6,10.569,34.157,32.189,1.967,25.08,10.657,17.269,2.302,7.439,7.011,0.428,5.462,2.321,3.761,21.78,46.85,27.837,0.315,3.056,NA
Cd96,DAEH,M02368288,WT,WT,Male,2016-06-15,15.6,6.113,37.946,36.524,1.422,27.39,12.943,15.158,1.595,9.9,9.529,0.371,7.146,3.377,3.955,26.089,47.836,23.815,0.173,1.97,NA
Cd96,DAEH,M02368291,WT,WT,Male,2016-06-15,15.6,6.845,31.737,30.481,1.257,28.155,12.608,19.908,1.529,7.089,6.808,0.281,6.289,2.816,4.447,22.336,49.538,25.648,0.152,2.215,NA
Lrrc8d,MGZR,M02371660,Lrrc8d:Hom,Hom,Female,2016-06-15,15.7,9.753,37.776,35.423,2.353,18,7.749,20.944,2.091,8.098,7.593,0.504,3.858,1.661,4.489,21.436,48.324,25.419,0.432,4.111,NA
Morc2a,DAED,M02364717,WT,WT,Male,2016-06-15,15.6,9.725,39.389,38.134,1.255,21.829,9.421,19.121,2.08,8.426,8.157,0.268,4.669,2.015,4.09,21.391,51.863,23.942,0.179,2.482,NA
Lrrc8d,MGZR,M02371663,Lrrc8d:Hom,Hom,Female,2016-06-15,15.7,9.189,35.969,34.024,1.945,24.448,10.197,17.83,2,7.827,7.404,0.423,5.32,2.219,3.88,21.76,48.53,26.421,0.272,2.855,NA
Mbd1,DAAV,M02371343,Mbd1:Hom,Hom,Female,2016-06-15,15.6,11.4,30.562,28.241,2.321,27.826,10.865,16.89,2.48,6.648,6.143,0.505,6.053,2.363,3.674,21.752,45.589,29.602,0.296,2.671,NA
Nelfe,MGSR,M02370248,Nelfe:Het,Het,Male,2016-06-15,15.9,14.53,39.191,37.214,1.977,16.569,6.416,18.917,1.753,4.728,4.49,0.239,1.999,0.774,2.282,12.065,57.514,28.272,0.184,1.771,NA
Oaz1,MGCM,M02365353,WT,WT,Female,2016-06-15,15.6,7.843,41.413,38.208,3.204,20.473,9.512,17.886,1.861,9.828,9.067,0.76,4.858,2.257,4.245,23.731,46.235,26.229,0.297,3.345,NA
Cd96,DAEH,M02368298,WT,WT,Female,2016-06-15,15.6,11.738,34.243,32.058,2.186,23.733,10.475,17.668,2.924,8.53,7.986,0.544,5.912,2.609,4.401,24.91,45.268,25.811,0.359,3.481,NA
Ap2a2,DABV,M02367026,Ap2a2:Het,Het,Male,2016-06-15,15.7,6.821,39.912,38.1,1.812,23.916,11.293,16.516,1.466,8.575,8.186,0.389,5.138,2.426,3.548,21.485,50.346,25.876,0.165,1.975,NA
Scaf11,DABF,M02366942,Scaf11:Hom,Hom,Female,2016-06-15,16.1,8.519,37.106,35.363,1.743,26.303,10.328,15.639,1.953,8.507,8.108,0.4,6.031,2.368,3.586,22.927,47.235,26.049,0.313,3.271,NA
Herc1,DABD,M02369976,Herc1:Hom,Hom,Male,2016-06-15,16,6.473,41.281,40.084,1.197,26.555,10.95,14.9,1.693,10.796,10.483,0.313,6.945,2.864,3.897,26.153,45.089,26.24,0.281,2.086,NA
ENSMUSG00000065619,MOAE,M02374375,Clust6N1:Hom,Hom,Female,2016-06-20,16,13.184,30.367,29.234,1.132,34.04,11.432,10.589,3.481,8.017,7.718,0.299,8.987,3.018,2.796,26.401,46.208,24.24,0.304,2.737,NA
Rbm33,MUFQ,M02369314,Rbm33(b):Het,Het,Female,2016-06-20,16,12.392,34.139,32.56,1.579,26.188,11.23,16.477,3.148,8.672,8.271,0.401,6.652,2.853,4.186,25.403,42.973,28.924,0.281,2.178,NA
Chil4,PMDN,M02374861,Chil4(b):Hom,Hom,Male,2016-06-20,16.1,11.102,37.732,36.589,1.143,22.802,8.696,19.202,2.054,6.98,6.768,0.211,4.218,1.608,3.552,18.498,53.044,26.412,0.129,1.796,NA
Chil4,PMDN,M02374862,Chil4(b):Hom,Hom,Male,2016-06-20,16.1,9.852,30.087,28.954,1.133,25.58,10.545,21.862,1.746,5.331,5.131,0.201,4.533,1.869,3.874,17.72,52.683,26.853,0.103,2.486,NA
Crlf3,DABW,M02365108,Crlf3:Hom,Hom,Female,2016-06-20,16,11.054,30.636,29.183,1.453,25.523,10.551,23.003,2.488,6.895,6.568,0.327,5.744,2.375,5.177,22.506,46.474,28.007,0.24,2.657,NA
Nelfe,MGSR,M02370229,Nelfe:Het,Het,Male,2016-06-20,16,10.2,34.639,33.366,1.272,25.337,11.544,18.116,2.343,7.957,7.665,0.292,5.821,2.652,4.162,22.973,50.533,24.15,0.185,2.043,NA
Sh3bp4,MGNY,M02374455,Sh3bp4:Hom,Hom,Male,2016-06-20,15.7,10.039,42.741,41.073,1.668,20.796,9.157,17.876,2.09,8.899,8.552,0.347,4.33,1.907,3.722,20.821,50.896,26.072,0.169,1.848,NA
Timmdc1,MUHV,M02369111,Timmdc1(b):Het,Het,Female,2016-06-20,15.9,11.484,30.791,29.24,1.551,28.876,11.741,16.872,2.999,8.042,7.637,0.405,7.542,3.066,4.406,26.117,42.704,27.786,0.262,2.952,NA
ENSMUSG00000065619,MOAE,M02374384,Clust6N1:Hom,Hom,Male,2016-06-20,16.1,9.845,33.57,32.262,1.307,21.369,9.524,26.616,2.369,8.078,7.763,0.315,5.142,2.292,6.404,24.063,46.907,26.172,0.153,2.54,NA
Chil4,PMDN,M02374866,Chil4(b):Hom,Hom,Female,2016-06-20,16.1,10.23,30.636,29.422,1.214,30.949,11.198,15.691,2.694,8.067,7.747,0.32,8.15,2.949,4.132,26.332,45.955,24.627,0.208,2.747,NA
Cfap53,DAAP,M02375091,Cfap53:Het,Het,Female,2016-06-20,15.9,16.293,24.978,22.843,2.135,22.444,9.571,26.878,2.968,4.55,4.161,0.389,4.089,1.744,4.896,18.217,48.25,30.044,0.315,3.055,NA
Pdzk1,PMCH,M02376764,Pdzk1(b):Het,Het,Male,2016-06-20,16,16.39,28.397,27.182,1.215,22.845,9.708,20.886,2.177,3.772,3.61,0.161,3.034,1.289,2.774,13.282,58.925,25.213,0.165,2.294,NA
Mir96,TCAA,M02372092,Mir96(.2):Hom,Hom,Female,2016-06-20,16,12.935,29.581,28.238,1.343,28.889,11.334,18.031,3.197,7.312,6.98,0.332,7.141,2.802,4.457,24.718,45.769,26.273,0.332,2.734,NA
Ube2d1,MGVL,M02364541,Ube2d1:Hom,Hom,Male,2016-06-20,16.1,8.623,36.42,35.175,1.245,24.87,11.45,18.458,1.876,7.922,7.651,0.271,5.409,2.49,4.015,21.75,48.11,27.934,0.124,1.958,NA
Mir96,TCAA,M02372093,Mir96(.2):Hom,Hom,Female,2016-06-20,16,11.931,25.458,23.873,1.586,33.816,13.14,13.893,2.752,5.871,5.506,0.366,7.799,3.03,3.204,23.062,39.988,32.968,0.281,3.553,NA
Raph1,MUFZ,M02373086,Raph1(b):Hom,Hom,Male,2016-06-20,15.9,13.183,32.753,31.561,1.192,20.524,9.276,24.539,2.086,5.184,4.995,0.189,3.248,1.468,3.884,15.827,54.315,27.506,0.171,2.033,NA
Ube2d1,MGVL,M02364543,Ube2d1:Hom,Hom,Female,2016-06-20,16.1,9.157,33.846,32.247,1.599,23.164,10.62,22.477,2.292,8.473,8.072,0.4,5.799,2.658,5.626,25.032,44.836,26.28,0.152,3.586,NA
Mir96,TCAA,M02372095,Mir96(.2):Hom,Hom,Female,2016-06-20,16,12.127,27.702,26.626,1.076,34.831,12.913,13.524,3.284,7.503,7.211,0.291,9.434,3.497,3.663,27.084,45.011,24.858,0.311,2.608,NA
Sh3bp4,MGNY,M02374456,Sh3bp4:Hom,Hom,Male,2016-06-20,15.7,9.584,30.951,29.146,1.805,26.422,11.98,21.674,1.783,5.758,5.422,0.336,4.915,2.229,4.032,18.604,48.912,30.402,0.199,1.83,NA
Mir96,TCAA,M02372090,Mir96(.2):Hom,Hom,Male,2016-06-20,16,11.501,37.136,35.773,1.363,23.766,9.708,18.172,2.533,8.179,7.879,0.3,5.234,2.138,4.002,22.024,48.221,26.752,0.194,2.655,NA
Washc2,PMBY,M02376516,Fam21(b):Het,Het,Male,2016-06-22,15.6,8.127,30.943,30.009,0.934,24.43,11.318,25.441,2.059,7.839,7.602,0.236,6.189,2.867,6.445,25.333,48.531,23.178,0.146,2.687,NA
Unk,MGLC,M02380803,Unk:Hom,Hom,Male,2016-06-22,15.6,8.182,33.43,32.399,1.031,27.714,12.698,18.74,2.192,8.958,8.682,0.276,7.426,3.403,5.022,26.797,48.451,22.184,0.079,2.449,NA
Vamp3,PMBC,M02375724,Vamp3(b):Hom,Hom,Female,2016-06-22,15.7,8.78,18.407,17.25,1.158,24.067,12.648,36.707,2.901,6.081,5.698,0.382,7.951,4.178,12.126,33.035,38.269,24.032,0.244,4.316,NA
Vamp3,PMBC,M02375727,Vamp3(b):Hom,Hom,Male,2016-06-22,16,8.498,26.119,25.195,0.924,25.02,11.583,29.122,1.987,6.107,5.891,0.216,5.85,2.708,6.809,23.382,49.343,24.359,0.088,2.709,NA
Josd1,DAAF,M02372904,josd1:Hom,Hom,Female,2016-06-22,15.7,15.152,26.872,25.612,1.26,20.419,9.124,28.664,3.515,6.234,5.942,0.292,4.737,2.117,6.65,23.2,44.631,28.191,0.267,3.689,NA
A930004D18Rik,MFEK,M02376936,WT,WT,Female,2016-06-22,15.9,14.814,24.328,23.392,0.936,27.789,11.571,21.084,3.711,6.094,5.859,0.234,6.961,2.898,5.281,25.049,44.153,25.929,0.287,4.491,NA
Aicda,PMAV,M02374634,Aicda(b):Hom,Hom,Female,2016-06-22,16.1,10.816,24.036,22.709,1.326,27.232,12.548,24.741,2.833,6.295,5.948,0.347,7.132,3.286,6.48,26.192,45.045,25.044,0.268,3.357,NA
Scaf11,DABF,M02371476,Scaf11:Hom,Hom,Female,2016-06-22,16,12.542,31.174,29.854,1.32,21.794,9.842,24.963,2.962,7.364,7.052,0.312,5.148,2.325,5.896,23.62,43.962,26.941,0.192,5.071,NA
Herc1,DABD,M02374613,WT,WT,Male,2016-06-22,15.7,11.184,26.039,25.345,0.694,26.586,12.573,23.692,2.284,5.316,5.175,0.142,5.428,2.567,4.837,20.418,53.039,23.797,0.119,2.506,NA
Herc1,DABD,M02374615,WT,WT,Male,2016-06-22,15.7,14.785,24.099,23.248,0.852,22.813,10.66,27.19,2.523,4.113,3.967,0.145,3.893,1.819,4.64,17.066,56.213,23.794,0.114,2.698,NA
Scaf11,DABF,M02371474,Scaf11:Hom,Hom,Female,2016-06-22,16,11.73,25.908,24.982,0.926,34.399,14.943,12.767,2.714,5.995,5.78,0.214,7.959,3.458,2.954,23.138,49.845,23.86,0.169,2.919,NA
Herc1,DABD,M02374611,WT,WT,Male,2016-06-22,15.7,13.62,33.066,32.369,0.697,19.168,8.845,24.712,2.379,5.775,5.653,0.122,3.348,1.545,4.316,17.465,55.661,24.091,0.13,2.514,NA
Herc1,DABD,M02374620,WT,WT,Female,2016-06-22,15.7,9.022,31.123,30.038,1.085,29.993,12.792,17.695,2.697,9.303,8.979,0.324,8.965,3.824,5.289,29.891,41.505,25.007,0.18,3.243,NA
Grsf1,PMAW,M02376127,Grsf1(b):Hom,Hom,Male,2016-06-22,15.7,10.348,29.906,29.02,0.887,24.562,9.988,24.182,2.055,5.94,5.764,0.176,4.878,1.984,4.803,19.861,52.02,25.058,0.134,2.816,NA
Oaz1,MGCM,M02365401,WT,WT,Female,2016-06-22,16.3,11.342,16.905,15.945,0.96,27.54,12.991,31.213,2.97,4.427,4.176,0.252,7.212,3.402,8.174,26.189,44.517,24.673,0.22,4.332,NA
Oaz1,MGCM,M02381210,WT,WT,Female,2016-06-22,15.9,9.814,23.397,22.223,1.174,32.39,14.354,19.816,2.937,7.001,6.65,0.351,9.692,4.295,5.929,29.923,40.862,24.699,0.265,4.153,NA
